CRIM_log,ZN_log,NOX_log,DIS_log,LSTAT_log,B_yj,RM,CHAS,RAD_1,RAD_2,RAD_3,RAD_4,RAD_5,RAD_6,RAD_7,RAD_8,RAD_24,ZN_gt0
1.7510126141389588,0.0,1.0757856691703143,-0.44962839973141827,0.6146576212945396,-5.175058592674603,0.3202437373053491,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
2.847399872200491,0.0,0.7646788564678413,-0.5414942148383239,0.7717369676547245,-5.175658807705425,-0.36222071767095465,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
-0.061222393433943416,0.0,-0.28226322365730466,0.21537171219967488,-0.13899805572324103,-0.2325812468555776,0.20379146919431285,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
-0.11355813500171599,0.8548761714466375,-0.7636948979604115,0.7700214596117617,-0.30235149655292654,0.23051965013541678,-0.46919431279620816,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
-0.07927061224865901,0.0,0.39343048473374104,-0.4028339144719768,0.26299683392531487,0.26228396432435797,-0.327014218009479,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
-0.06916894829480591,1.127923106079307,-0.6469243123997224,0.8622896024409862,-0.7806449094149821,-0.695270924021607,0.22816519972918056,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
-0.013135130297787793,0.0,0.05086526047534356,-0.22718996959935178,0.5504765231101746,0.26228396432435797,-0.17941773865944516,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
-0.12406984505282413,1.1060177413257657,-0.42987453464084446,0.13783786106116905,-0.2941944469874449,0.17558871632435322,0.294515910629655,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
-0.11752278830984805,0.0,-0.5196561288429729,0.3392687726362587,0.2198729630217852,0.2204194124009595,-0.28368314150304696,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
-0.11110885468619804,0.0,-0.5618727524776533,1.0153730207467326,0.20273988683374555,-1.0889978734451318,-0.44211238997968877,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
-0.12289548674243816,1.4433952268581207,-0.8320207718951299,0.7900441829605854,-0.04019894410211546,0.26228396432435797,-0.5924170616113743,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
-0.13113768104733542,1.499200050199295,-0.800897155316603,0.9610216757363179,-0.9138744195310036,0.26228396432435797,1.0162491536899114,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
0.17934764305587184,1.0,0.5969244896726373,-0.5422552804117524,-0.7947613670543907,-0.06277453834763312,3.3574813811780637,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
-0.03058220767121265,0.0,-0.2588756422419377,0.5623075306114971,-0.802900586875418,0.11516714937968883,0.27962085308056883,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
